"spkid","H","diameter","albedo","rot_per","GM","BV","UB","IR","epoch","epoch_mjd","e","a","q","i","om","w","ma","ad","tp","per"
3653685,25.10,,,,,,,,2456608.5,56608,0.5935,2.319,0.943,3.51,13.47,342.58,12.27,3.70,2456564.52,1.29e+03
3653688,23.77,,,,,,,,2460600.5,60600,0.5823,1.861,0.777,10.22,37.54,292.20,131.05,2.94,2460262.91,927
3653690,26.00,,,,,,,,2456608.5,56608,0.4903,1.804,0.920,6.50,237.47,221.30,344.14,2.69,2456647.48,885
3653691,24.70,,,,,,,,2456609.5,56609,0.5962,2.307,0.932,4.31,211.30,155.17,9.50,3.68,2456575.74,1.28e+03
3653692,24.21,,,,,,,,2460600.5,60600,0.0364,1.202,1.159,3.22,42.88,70.60,45.44,1.25,2460539.73,482
3653693,24.10,,,,,,,,2456608.5,56608,0.1161,1.143,1.010,18.10,235.09,271.65,277.07,1.28,2456711.28,446
3653694,22.75,,,,,,,,2460600.5,60600,0.2895,1.074,0.763,23.92,230.51,283.09,220.52,1.39,2460758.07,407
3653695,26.10,,,,,,,,2456608.5,56608,0.5256,1.937,0.919,5.20,32.09,322.60,16.37,2.96,2456563.72,985
3653696,24.40,,,,,,,,2456608.5,56608,0.2509,1.427,1.069,27.11,46.97,9.54,356.21,1.79,2456615.06,623
3653700,24.10,,,,,,,,2456608.5,56608,0.4244,0.7305,0.420,2.20,287.22,299.67,180.75,1.04,2456722.05,228
3653698,26.20,,,,,,,,2460600.5,60600,0.5737,1.671,0.712,3.53,227.57,101.58,42.64,2.63,2460507.05,789
3653697,22.10,,,,,,,,2456610.5,56610,0.6269,1.966,0.733,6.16,17.37,301.56,25.17,3.20,2456540.12,1.01e+03
3653699,21.20,,,,,,,,2460600.5,60600,0.5143,1.732,0.841,5.52,261.18,87.19,308.27,2.62,2460720.09,832
3653701,20.23,,,,,,,,2460600.5,60600,0.4059,1.933,1.148,16.82,253.41,59.47,75.70,2.72,2460394.11,981
3653702,21.30,,,,,,,,2456614.5,56614,0.3581,1.534,0.985,20.01,244.87,84.57,48.61,2.08,2456520.78,694
3653760,27.40,,,,,,,,2460600.5,60600,0.6032,2.28,0.905,4.77,231.65,138.64,70.78,3.66,2460353.29,1.26e+03
54283566,22.23,,,,,,,,2460600.5,60600,0.3979,2.128,1.281,1.54,33.58,357.53,197.52,2.97,2461112.22,1.13e+03
3653806,21.30,,,,,,,,2460600.5,60600,0.4565,2.263,1.230,20.59,67.20,339.49,75.86,3.30,2460338.47,1.24e+03
3653811,24.20,,,,,,,,2460600.5,60600,0.4145,1.897,1.111,10.34,65.29,7.59,55.86,2.68,2460452.37,955
3653812,23.95,,,,,,,,2456624.5,56624,0.9162,2.083,0.175,4.16,239.41,40.90,14.77,3.99,2456579.43,1.1e+03
3653813,22.20,,,,,,,,2460600.5,60600,0.5483,2.444,1.104,7.56,258.82,133.01,314.81,3.78,2460775.68,1.4e+03
3653827,26.30,,,,,,,,2460600.5,60600,0.3386,1.52,1.005,1.23,63.08,2.04,292.39,2.03,2460729.00,684
3653834,29.60,,,,,,,,2456624.5,56624,0.6706,1.595,0.525,2.96,246.98,279.29,335.77,2.66,2456674.01,736
3653902,21.79,,,,,,,,2460600.5,60600,0.3671,1.413,0.894,5.90,280.16,42.20,230.73,1.93,2460820.82,614
3653903,22.74,,,0.0988,,,,,2460600.5,60600,0.4398,1.749,0.980,4.59,60.79,67.57,229.13,2.52,2460907.55,845
3653905,22.50,,,,,,,,2456627.5,56627,0.7478,2.348,0.592,16.64,239.41,84.50,17.30,4.10,2456564.36,1.31e+03
3653906,21.90,,,,,,,,2460600.5,60600,0.4207,1.638,0.949,35.31,62.51,86.10,29.14,2.33,2460538.50,766
3653904,26.80,,,,,,,,2456623.5,56623,0.4726,1.819,0.960,6.77,65.30,36.52,347.70,2.68,2456654.11,896
3653909,22.60,,,,,,,,2460600.5,60600,0.8514,2.102,0.312,3.57,211.85,84.29,222.44,3.89,2461025.94,1.11e+03
3653907,26.70,,,,,,,,2460600.5,60600,0.2921,1.117,0.791,11.40,65.61,270.47,135.34,1.44,2460438.36,431
3653908,24.40,,,,,,,,2456625.5,56625,0.2371,1.414,1.079,15.88,248.89,173.17,3.42,1.75,2456619.67,614
3653910,23.37,,,0.35,,,,,2460600.5,60600,0.0580,1.098,1.034,2.30,55.99,177.64,355.69,1.16,2460605.53,420
3653911,22.70,,,,,,,,2460600.5,60600,0.5168,2.5,1.208,10.66,78.12,4.65,266.65,3.79,2460974.84,1.44e+03
3653913,22.20,,,,,,,,2460600.5,60600,0.5370,2.545,1.178,6.88,241.18,215.94,234.48,3.91,2461117.64,1.48e+03
3653912,25.70,,,,,,,,2456625.5,56625,0.3725,1.643,1.031,3.51,251.38,212.14,343.92,2.26,2456659.87,769
3653914,24.95,,,,,,,,2460600.5,60600,0.2535,1.41,1.053,6.37,238.55,141.57,208.90,1.77,2460857.28,612
3653916,19.30,0.653,0.079,2.8849,,,,,2460600.5,60600,0.5654,2.264,0.984,12.20,182.67,325.86,47.63,3.54,2460435.89,1.24e+03
3653917,21.05,0.286,0.086,,,,,,2460600.5,60600,0.3900,1.516,0.925,17.87,74.23,95.01,242.52,2.11,2460822.92,682
3653918,22.89,,,,,,,,2460600.5,60600,0.5275,1.839,0.869,5.23,101.35,226.28,173.15,2.81,2460162.52,911
3653922,20.53,,,,,,,,2460600.5,60600,0.3231,1.057,0.715,25.75,71.53,176.27,187.60,1.40,2460790.46,397
3653921,25.80,,,,,,,,2460600.5,60600,0.6646,2.812,0.943,3.92,252.09,139.86,116.02,4.68,2460045.37,1.72e+03
3653919,25.90,,,,,,,,2456625.5,56625,0.3539,1.61,1.040,8.63,248.53,185.96,356.76,2.18,2456632.21,746
3653920,25.80,,,,,,,,2460600.5,60600,0.4629,1.607,0.863,11.51,242.83,125.91,143.79,2.35,2460303.21,744
3653969,25.70,,,,,,,,2460600.5,60600,0.2214,1.016,0.791,4.36,241.97,303.26,135.40,1.24,2460459.81,374
3653970,20.36,0.185,0.391,,,,,,2460600.5,60600,0.4669,1.63,0.869,9.34,33.02,122.09,44.56,2.39,2460506.44,760
3653973,20.37,,,,,,,,2460600.5,60600,0.5892,1.424,0.585,5.81,36.15,153.80,103.83,2.26,2460421.42,621
3653971,24.90,,,,,,,,2456628.5,56628,0.4541,1.855,1.013,4.18,54.06,54.45,345.76,2.70,2456665.00,923
3653972,25.50,,,,,,,,2460600.5,60600,0.4711,1.932,1.022,5.71,74.59,348.66,19.99,2.84,2460546.03,981
3654055,18.27,,,,,,,,2460600.5,60600,0.4605,2.319,1.251,23.95,30.32,129.51,348.43,3.39,2460641.96,1.29e+03
3654054,24.70,,,,,,,,2456623.5,56623,0.2226,1.209,0.940,18.04,245.85,99.11,54.68,1.48,2456549.71,486
3654057,22.00,,,,,,,,2460600.5,60600,0.7158,2.554,0.726,4.93,263.37,75.08,252.11,4.38,2461047.26,1.49e+03
3654058,23.30,,,,,,,,2456629.5,56629,0.6770,2.514,0.812,15.21,66.52,294.37,13.84,4.22,2456573.51,1.46e+03
3654239,20.12,,,,,,,,2460600.5,60600,0.6386,2.444,0.883,5.82,141.88,169.24,346.06,4.00,2460654.56,1.4e+03
3654337,27.40,,,,,,,,2456624.5,56624,0.3623,1.504,0.959,2.02,243.77,144.93,17.03,2.05,2456592.62,674
3654378,20.38,,,7.37,,,,,2460600.5,60600,0.5736,1.994,0.850,23.45,238.96,309.03,263.69,3.14,2460875.68,1.03e+03
3654336,20.37,,,,,,,,2460600.5,60600,0.4013,1.199,0.718,27.76,251.43,341.06,311.05,1.68,2460665.72,480
3654335,21.00,,,,,,,,2460600.5,60600,0.5953,2.661,1.077,6.89,121.38,261.68,191.36,4.25,2461343.18,1.59e+03
3654338,21.12,,,,,,,,2460600.5,60600,0.4802,1.737,0.903,4.63,70.51,284.38,303.99,2.57,2460730.60,836
3654339,21.50,,,3.56,,,,,2460600.5,60600,0.5827,2.694,1.124,8.39,85.07,7.29,164.84,4.26,2459860.99,1.62e+03
3654342,26.00,,,,,,,,2456632.5,56632,0.4295,0.9116,0.520,5.77,65.79,231.94,90.16,1.30,2456552.89,318
3654341,20.52,,,,,,,,2460600.5,60600,0.4261,1.76,1.010,14.55,284.36,67.77,282.11,2.51,2460785.05,853
3654340,19.71,,,,,,,,2460600.5,60600,0.3160,1.866,1.277,15.40,285.98,207.68,68.58,2.46,2460423.09,931
3654379,21.89,,,9.23,,,,,2460600.5,60600,0.1926,1.346,1.087,4.04,107.18,15.32,314.78,1.61,2460672.16,570
3654380,25.31,,,,,,,,2460600.5,60600,0.4750,1.916,1.006,1.53,285.16,172.89,27.00,2.83,2460527.86,968
3654381,24.40,,,2.0476,,,,,2460600.5,60600,0.2578,1.39,1.031,1.07,287.79,172.23,211.16,1.75,2460847.87,598
3654382,25.00,,,0.06055,,,,,2460600.5,60600,0.5694,2.207,0.950,1.81,80.89,24.93,105.62,3.46,2460249.21,1.2e+03
3654408,23.50,,,,,,,,2460600.5,60600,0.3898,1.624,0.991,3.05,183.40,215.16,104.24,2.26,2460381.63,756
3654407,22.50,,,,,,,,2460600.5,60600,0.3943,1.526,0.924,21.43,71.26,315.03,293.96,2.13,2460726.76,688
3654413,19.86,,,,,,,,2460600.5,60600,0.5195,2.206,1.060,13.66,263.97,138.27,132.86,3.35,2460158.93,1.2e+03
3654412,25.40,,,,,,,,2460600.5,60600,0.4630,1.828,0.982,7.36,264.25,206.59,128.99,2.67,2460276.97,903
3654411,23.40,,,,,,,,2456636.5,56636,0.2308,1.412,1.086,23.03,77.10,40.49,334.44,1.74,2456680.03,613
3654457,22.80,,,,,,,,2460600.5,60600,0.7372,2.547,0.669,14.22,75.71,82.57,228.41,4.42,2461143.07,1.48e+03
3654458,25.30,,,,,,,,2460600.5,60600,0.2062,1.254,0.996,17.85,259.37,191.77,253.45,1.51,2460752.39,513
3654467,23.40,,,,,,,,2460600.5,60600,0.4575,1.965,1.066,13.47,72.80,40.86,325.29,2.86,2460697.53,1.01e+03
3654483,25.64,,,,,,,,2460600.5,60600,0.1091,1.134,1.010,2.85,78.12,19.34,349.61,1.26,2460613.22,441
3654482,23.00,,,,,,,,2460600.5,60600,0.5173,2.292,1.106,16.27,85.86,3.56,41.66,3.48,2460453.88,1.27e+03
3654481,21.50,,,,,,,,2460600.5,60600,0.6512,2.794,0.975,16.05,262.37,131.53,125.52,4.61,2460005.60,1.71e+03
3654484,29.40,,,,,,,,2460600.5,60600,0.4945,1.913,0.967,3.08,80.37,341.17,39.83,2.86,2460493.54,967
3654486,27.30,,,,,,,,2460600.5,60600,0.6521,2.481,0.863,3.07,262.68,130.56,288.11,4.10,2460885.53,1.43e+03
3654485,26.17,,,,,,,,2456639.5,56639,0.6183,2.459,0.939,4.40,80.41,34.07,353.58,3.98,2456664.61,1.41e+03
3654518,18.99,,,,,,,,2460600.5,60600,0.5289,2.675,1.260,25.18,10.57,122.03,152.47,4.09,2459923.62,1.6e+03
3654519,20.54,,,,,,,,2460600.5,60600,0.3740,1.241,0.777,32.03,93.09,110.80,232.63,1.71,2460779.18,505
3654520,22.89,,,2.2912,,,,,2460600.5,60600,0.2374,1.103,0.841,1.97,82.53,257.65,217.31,1.36,2460768.15,423
3654525,20.87,,,,,,,,2460600.5,60600,0.3713,1.656,1.041,5.16,101.62,253.28,80.91,2.27,2460425.49,779
3654526,19.24,,,7.63,,,,,2460600.5,60600,0.5433,2.557,1.168,6.14,272.38,259.16,209.92,3.95,2461223.01,1.49e+03
3654529,20.38,,,,,,,,2460600.5,60600,0.5208,2.063,0.989,30.65,273.16,100.77,259.14,3.14,2460903.84,1.08e+03
3654528,26.20,,,,,,,,2460600.5,60600,0.6548,1.78,0.614,4.04,82.08,91.67,181.27,2.95,2461031.07,867
3654527,21.32,,,,,,,,2460600.5,60600,0.4294,1.816,1.036,8.18,96.85,25.38,145.19,2.60,2460240.00,894
3654644,26.30,,,,,,,,2460600.5,60600,0.0563,1.061,1.001,9.73,76.74,54.15,285.84,1.12,2460682.75,399
3654645,24.56,,,,,,,,2456638.5,56638,0.5002,2.165,1.082,1.80,245.87,179.47,5.21,3.25,2456621.67,1.16e+03
3654646,23.30,,,,,,,,2456638.5,56638,0.3071,1.638,1.135,9.88,84.91,337.68,10.76,2.14,2456615.60,766
3654982,19.28,,,,,,,,2460600.5,60600,0.6207,2.69,1.021,13.93,279.11,173.09,170.59,4.36,2459836.65,1.61e+03
3654983,31.44,,,,,,,,2456649.5,56649,0.4273,1.551,0.888,0.19,269.03,230.15,341.23,2.21,2456686.27,705
3655362,21.27,,,,,,,,2460600.5,60600,0.9427,2.496,0.143,2.79,262.21,34.64,278.67,4.85,2460925.88,1.44e+03
3655366,23.60,,,,,,,,2460600.5,60600,0.4271,1.078,0.617,7.28,268.51,73.23,300.27,1.54,2460668.29,409
3655364,22.40,,,,,,,,2460600.5,60600,0.4879,2.262,1.158,30.05,86.24,31.06,55.31,3.37,2460409.61,1.24e+03
3655363,23.10,,,,,,,,2456651.5,56651,0.3174,1.104,0.753,25.19,268.14,291.64,285.84,1.45,2456738.73,423
3655365,25.40,,,0.2921,,,,,2460600.5,60600,0.0782,0.9763,0.900,7.13,272.46,50.46,197.83,1.05,2460759.24,352
3655393,23.10,,,2.97,,,,,2456654.5,56654,0.6587,1.185,0.404,5.87,277.90,303.56,316.84,1.97,2456710.99,471
3655395,25.70,,,,,,,,2460600.5,60600,0.1564,0.8816,0.744,3.21,91.42,161.83,215.39,1.02,2460721.96,302
3655397,24.80,,,,,,,,2456652.5,56652,0.6127,2.456,0.951,3.09,95.57,313.45,9.08,3.96,2456617.03,1.41e+03
3655394,23.40,,,,,,,,2460600.5,60600,0.4729,2.06,1.086,3.04,106.52,3.38,232.99,3.03,2460981.54,1.08e+03
3655396,23.70,,,,,,,,2460600.5,60600,0.6367,2.543,0.924,1.89,70.46,344.90,249.15,4.16,2461056.50,1.48e+03
3655398,24.20,,,,,,,,2460600.5,60600,0.2337,1.247,0.956,4.15,97.41,66.30,221.73,1.54,2460795.85,509
3655400,23.70,,,3.9491,,,,,2460600.5,60600,0.2959,1.451,1.021,2.92,261.46,216.76,51.73,1.88,2460508.79,638
3655399,23.32,,,,,,,,2460600.5,60600,0.4381,2.068,1.162,4.95,280.57,190.63,221.17,2.97,2461019.52,1.09e+03
3655448,19.32,,,,,,,,2460600.5,60600,0.7100,2.46,0.713,10.40,221.92,131.15,300.45,4.21,2460833.57,1.41e+03
3655450,23.80,,,,,,,,2460600.5,60600,0.3474,1.177,0.768,4.73,277.09,257.72,106.42,1.59,2460462.61,466
3655451,22.80,,,,,,,,2456655.5,56655,0.7048,2.47,0.729,2.72,293.27,87.62,11.75,4.21,2456609.25,1.42e+03
3655452,24.60,,,,,,,,2460600.5,60600,0.2251,1.296,1.005,23.55,273.68,185.10,112.61,1.59,2460431.88,539
3655547,19.89,,,8.87,,,,,2460600.5,60600,0.4430,2.166,1.207,2.94,141.74,10.66,123.54,3.13,2460200.85,1.16e+03
3655548,21.00,,,,,,,,2460600.5,60600,0.7000,2.496,0.749,4.17,187.05,172.62,283.80,4.24,2460905.37,1.44e+03
